Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Trump Can Harness the Energy Boom: Commentary,,1938790838,Newspapers,"O'sullivan, Meghan L",,," Copyright New York Times Company Sep 15, 2017", Commentary," Sep 15, 2017",0362-4331, English, English, A.27," New York, N.Y.","Sep 15, 2017",New York Times,2017,https://search.proquest.com/docview/1938790838?accountid=14902, A.27," Hydraulic fracturing , International trade , Presidents , Power , Energy industry , Climate change , Natural gas , Paris Agreement , International relations-US , Energy policy , Protectionism , Foreign policy , United States--US , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump+Can+Harness+the+Energy+Boom%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-15&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=O%27sullivan%2C+Meghan+L&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"As Severe Storms Shift Climate Debate, G.O.P. Leaders Remain Unbent: [National Desk]",,1938780345,Newspapers,"Burns, Alexander",," Congress
921120 , Republican Party
813940"," Copyright New York Times Company Sep 15, 2017", News," Sep 15, 2017",0362-4331, English, English, A.13," New York, N.Y.","Sep 15, 2017",New York Times,2017,https://search.proquest.com/docview/1938780345?accountid=14902, A.13," Political activism , Displaced persons , Floods , Political parties , Government aid , Global warming , State elections , Paris Agreement , Environmental policy , Climate science , Climate change , Storms , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=As+Severe+Storms+Shift+Climate+Debate%2C+G.O.P.+Leaders+Remain+Unbent%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-15&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Burns%2C+Alexander&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
President Trump's War on Science: [Editorial],,1936958814,Newspapers,,," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Sep 10, 2017", Editorial," Sep 10, 2017",0362-4331, English, English, SR.10," New York, N.Y.","Sep 10, 2017",New York Times,2017,https://search.proquest.com/docview/1936958814?accountid=14902, SR.10," Editorials , Regulatory agencies , Public health , Coal mining , Presidents , Coal-fired power plants , Research & development--R&D , Environmental law , Climate science , Climate change , Industrial plant emissions , Mining accidents & safety , Natural gas , Global warming , Trump, Donald J , United States--US , Kentucky , West Virginia , Mulvaney, Mick",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=President+Trump%27s+War+on+Science%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-10&amp;volume=&amp;issue=&amp;spage=SR.10&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Is Trump Really Pro-Worker?: [Op-Ed],,1934690579,Newspapers,"Greenhouse, Steven",,," Copyright New York Times Company Sep 3, 2017", Commentary," Sep 3, 2017",0362-4331, English, English, SR.2," New York, N.Y.","Sep 3, 2017",New York Times,2017,https://search.proquest.com/docview/1934690579?accountid=14902, SR.2," Job creation , Workers , Tariffs , Environmentalists , Labor unions , Wages & salaries , Factories , Employment , Working conditions , Federal regulation , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Is+Trump+Really+Pro-Worker%3F%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-09-03&amp;volume=&amp;issue=&amp;spage=SR.2&amp;au=Greenhouse%2C+Steven&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Making America Polluted Again: Commentary,,1931919873,Newspapers,"Krugman, Paul",," Environmental Protection Agency--EPA
924110"," Copyright New York Times Company Aug 25, 2017", Commentary," Aug 25, 2017",0362-4331, English, English, A.27," New York, N.Y.","Aug 25, 2017",New York Times,2017,https://search.proquest.com/docview/1931919873?accountid=14902, A.27," Environmental protection , Environmental policy , Populism , Interest groups , Trump, Donald J , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Making+America+Polluted+Again%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-25&amp;volume=&amp;issue=&amp;spage=A.27&amp;au=Krugman%2C+Paul&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Electric Grids Brace for Eclipse's Solar Blackout: [Business/Financial Desk],,1930356985,Newspapers,"Plumer, Brad",," Duke Energy Corp
221122"," Copyright New York Times Company Aug 21, 2017", News," Aug 21, 2017",0362-4331, English, English, B.2," New York, N.Y.","Aug 21, 2017",New York Times,2017,https://search.proquest.com/docview/1930356985?accountid=14902, B.2," Electric utilities , Hydroelectric power , Solar energy , Alternative energy sources , Renewable resources , Studies , Energy industry , Solar eclipses , Natural gas , California , North Carolina , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Electric+Grids+Brace+for+Eclipse%27s+Solar+Blackout%3A+%5BBusiness%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-21&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Plumer%2C+Brad&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Some Democrats See Campaign for Tax Overhaul as a Path to Taxing Carbon: [National Desk],,1929653032,Newspapers,"Friedman, Lisa",," Americans for Tax Reform
813319 , Democratic Party
813940"," Copyright New York Times Company Aug 18, 2017", News," Aug 18, 2017",0362-4331, English, English, A.18," New York, N.Y.","Aug 18, 2017",New York Times,2017,https://search.proquest.com/docview/1929653032?accountid=14902, A.18," Tax rates , Tax reform , Fossil fuels , Economic models , Emissions , Greenhouse gases , Carbon , Climate change , Schatz, Brian , United States--US , Whitehouse, Sheldon",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Some+Democrats+See+Campaign+for+Tax+Overhaul+as+a+Path+to+Taxing+Carbon%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-18&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Friedman%2C+Lisa&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Clean Energy in Chile: Wind, Sun and Volcanoes: [Foreign Desk]",,1928126443,Newspapers,"Londono, Ernesto",," International Bank for Reconstruction & Development--World Bank
928120 , International Renewable Energy Agency
926130"," Copyright New York Times Company Aug 13, 2017", News," Aug 13, 2017",0362-4331, English, English, A.6," New York, N.Y.","Aug 13, 2017",New York Times,2017,https://search.proquest.com/docview/1928126443?accountid=14902, A.6," Alternative energy , Fossil fuels , Volcanoes , Clean technology , Sea level , Earth , Renewable resources , Energy industry , Geothermal power , Energy policy , Latin America , Chile",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Clean+Energy+in+Chile%3A+Wind%2C+Sun+and+Volcanoes%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-13&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Londono%2C+Ernesto&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Heaven With Blisters: Commentary,,1928125749,Newspapers,"Kristof, Nicholas",,," Copyright New York Times Company Aug 13, 2017", Commentary," Aug 13, 2017",0362-4331, English, English, SR.9," New York, N.Y.","Aug 13, 2017",New York Times,2017,https://search.proquest.com/docview/1928125749?accountid=14902, SR.9," Public lands , Trails , Forests , Public good , Sleeping bags , California , Donner Pass , Louv, Richard , Pacific Crest Trail , Oregon",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Heaven+With+Blisters%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-13&amp;volume=&amp;issue=&amp;spage=SR.9&amp;au=Kristof%2C+Nicholas&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Monuments of Nature Get a Second Look: [National Desk],,1927942518,Newspapers,"Friedman, Lisa;Popovich, Nadja;McCANN, MATT",,," Copyright New York Times Company Aug 12, 2017", News," Aug 12, 2017",0362-4331, English, English, A.15," New York, N.Y.","Aug 12, 2017",New York Times,2017,https://search.proquest.com/docview/1927942518?accountid=14902, A.15," Memorials & monuments , Environmentalists , Natural resources , Presidents , National parks , Conservation , Preservation , New Mexico , Maine , Grand Canyon , Hawaii , Nevada , Utah , Clinton, Bill , Bush, George W , Obama, Barack",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Monuments+of+Nature+Get+a+Second+Look%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-12&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Friedman%2C+Lisa%3BPopovich%2C+Nadja%3BMcCANN%2C+MATT&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
"Students, Cities and States Take the Global Warming Fight to Court: [National Desk]",,1927713860,Newspapers,"Schwartz, John",,," Copyright New York Times Company Aug 11, 2017", News," Aug 11, 2017",0362-4331, English, English, A.11," New York, N.Y.","Aug 11, 2017",New York Times,2017,https://search.proquest.com/docview/1927713860?accountid=14902, A.11," Attorneys general , Fossil fuels , Federal court decisions , Climate change , Litigation , Global warming , Environmental regulations , United States--US",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Students%2C+Cities+and+States+Take+the+Global+Warming+Fight+to+Court%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-11&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=Schwartz%2C+John&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Trump Unravels Coal Mine Limits On Federal Land: [News; Series],,1926409419,Newspapers,"Lipton, Eric;Meier, Barry",,," Copyright New York Times Company Aug 7, 2017", News; Series," Aug 7, 2017",0362-4331, English, English, A.1," New York, N.Y.","Aug 7, 2017",New York Times,2017,https://search.proquest.com/docview/1926409419?accountid=14902, A.1," Coal mining , Climate change , National parks , Coal industry , California , Powder River Basin , Trump, Donald J",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump+Unravels+Coal+Mine+Limits+On+Federal+Land%3A+%5BNews%3B+Series%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lipton%2C+Eric%3BMeier%2C+Barry&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
America's Whiniest 'Victim': Commentary,,1926409312,Newspapers,"Blow, Charles M",,," Copyright New York Times Company Aug 7, 2017", Commentary," Aug 7, 2017",0362-4331, English, English, A.19," New York, N.Y.","Aug 7, 2017",New York Times,2017,https://search.proquest.com/docview/1926409312?accountid=14902, A.19," Social networks , Political campaigns , Immigration , Bannon, Stephen K",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=America%27s+Whiniest+%27Victim%27%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-07&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Blow%2C+Charles+M&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
Major Hurdle Awaits A Corporate Tax Cut: [News; Series],,1925752496,Newspapers,"Stewart, James B",," Congress
921120 , Tax Foundation
813211"," Copyright New York Times Company Aug 4, 2017", News; Series," Aug 4, 2017",0362-4331, English, English, B.1," New York, N.Y.","Aug 4, 2017",New York Times,2017,https://search.proquest.com/docview/1925752496?accountid=14902, B.1," Economists , Tax rates , Stockholders , Consumption , Health care policy , Estimates , Subsidies , Tax revenues , Economic growth , Corporate taxes , Tax reform , Presidents , Taxation , Small business , Fiscal policy , Income taxes , Capital gains , Tax cuts , Ireland , United States--US , Canada , United Kingdom--UK",,https://searchit.libraries.wsu.edu/openurl/WSU/WSU?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Major+Hurdle+Awaits+A+Corporate+Tax+Cut%3A+%5BNews%3B+Series%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-08-04&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Stewart%2C+James+B&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Global Newsstream
